# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
index,YTID,start_seconds,end_seconds,positive_labels,private,unavailable,views,likes,rating,comments
12048,VL78F_5ZER0,280.0,290.0,"/m/07prgkl,/m/09x0r",False,False,17611,155,0.0,35
12049,VLowzUxlyyg,290.0,300.0,"/m/04rlf,/m/08cyft",False,False,1459919,5085,0.0,332
12050,VM253XTE7L4,70.0,80.0,"/m/016622,/m/01bns_,/m/0d8_n",False,False,14039,62,0.0,8
12051,VMFy2UAATV4,30.0,40.0,"/m/04rlf,/m/0jtg0",False,False,181513,1435,0.0,126
12052,VMQyl-E61uk,110.0,120.0,/m/07pc8lb,False,False,73628,141,0.0,30
12053,VMWW9OX1EJM,0.0,10.0,"/m/01p970,/m/026t6,/m/0l14md",False,False,55646,167,0.0,36
12054,VMrjA0IQfSk,10.0,20.0,"/m/02c8p,/m/09x0r,/t/dd00125",False,False,30530,75,0.0,16
12055,VMx7JHnUU2Y,240.0,250.0,"/m/04rlf,/m/07szfh9",False,False,64672,200,0.0,69
12056,VNA90QHJfY8,310.0,320.0,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr",False,True,0,0,0.0,0
12057,VNRyyc0fju0,40.0,50.0,"/m/09x0r,/m/0dv3j,/m/0dxrf,/t/dd00125",False,False,23011,29,0.0,0
12058,VNTOztxcTEU,30.0,40.0,"/m/02cjck,/t/dd00032",False,True,0,0,0.0,0
12059,VNsxEujc_rg,30.0,40.0,"/m/01y3hg,/m/09x0r",False,False,82343,0,0.0,0
12060,VNxIc9Z2meE,30.0,40.0,"/m/04rlf,/m/074ft",False,False,1514,9,0.0,1
12061,VO-T4tBLNbw,220.0,230.0,/m/0dls3,False,False,315514,1160,0.0,129
12062,VOQeXfDwsiM,290.0,300.0,"/m/015y_n,/m/04rlf",False,False,6681121,56475,0.0,1800
12063,VOUm1PTYpB0,30.0,40.0,"/m/01j3sz,/m/05zppz,/m/07rgt08,/m/07s04w4,/m/09x0r",False,True,0,0,0.0,0
12064,VOk3SCDgZUs,60.0,70.0,/m/01lsmm,False,False,0,0,0.0,0
12065,VOsHuR7NKyM,30.0,40.0,"/m/09x0r,/t/dd00013,/t/dd00126",False,False,59633,1402,0.0,43
12066,VP1cB_AVu6c,200.0,210.0,/m/02x8m,False,False,531958,2386,0.0,204
12067,VP5mRLJtOEM,30.0,40.0,/m/07qrkrw,False,False,2431212,3474,0.0,113
12068,VPXU21fNEMM,520.0,530.0,"/m/04rlf,/m/07pjwq1",False,False,119037,1903,0.0,251
12069,VPp9ArDokWY,30.0,40.0,"/m/09t49,/m/09x0r,/t/dd00129",False,False,87587,132,0.0,13
12070,VRHsfsoo0Cg,80.0,90.0,"/m/04rlf,/m/07s12q4,/m/09x0r",False,False,64829,1355,0.0,265
12071,VRIYShGaCQc,300.0,310.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj",False,True,0,0,0.0,0
12072,VRQOBTLAwgc,30.0,40.0,"/m/09x0r,/m/0c3f7m",False,False,49504,155,0.0,0
12073,VRQp3C824e4,190.0,200.0,/m/07s12q4,False,False,36568,352,0.0,114
12074,VRfi64fecj4,210.0,220.0,"/m/02lkt,/m/04rlf,/m/08cyft",False,False,1648847,5503,0.0,177
12075,VRzOVaHeZ0A,30.0,40.0,"/m/04rlf,/m/07qdb04",False,False,344426,1360,0.0,0
12076,VS8vw7DarxQ,510.0,520.0,"/m/06xkwv,/m/07rcgpl",False,False,15434,59,0.0,9
12077,VSAbMy1Rlio,30.0,40.0,"/m/04rlf,/t/dd00035",False,False,439083,249,0.0,18
12078,VSf3_XpiPkQ,210.0,220.0,"/m/01kcd,/m/07gql",False,False,125996,146,0.0,31
12079,VSvRlhu1rb4,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",False,False,1810136,8248,0.0,953
12080,VT6kQA5ujRA,40.0,50.0,"/m/01swy6,/m/04rlf,/m/074ft",False,False,265519,324,0.0,25
12081,VTHEvUBSqds,160.0,170.0,"/m/04rlf,/m/07r4k75,/m/09x0r",False,True,0,0,0.0,0
12082,VT_BC6l_HeY,0.0,10.0,"/m/03j1ly,/m/03kmc9,/m/04qvtq",False,False,2283152,4155,0.0,210
12083,VTagIq90b7s,30.0,40.0,"/m/04rlf,/t/dd00037",False,False,228989,723,0.0,1
12084,VTjV4KRePRQ,100.0,110.0,"/m/09x0r,/t/dd00013,/t/dd00128",False,False,64853,88,0.0,0
12085,VTr7QTnN6PE,110.0,120.0,"/m/07pbtc8,/m/09x0r",False,False,85967,74,0.0,64
12086,VUd_vUjyMWQ,230.0,240.0,"/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",False,False,409034,1077,0.0,298
12087,VUpMaG2xKUw,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",False,False,743499,5146,0.0,493
12088,VVG7MEhmamA,590.0,600.0,"/m/07k1x,/m/08j51y,/m/09x0r",False,False,20847,372,0.0,24
12089,VVKMUOspQZU,70.0,80.0,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf",False,False,71186,104,0.0,16
12090,VVr7dBYXLwA,30.0,40.0,"/m/04rlf,/m/0dq0md",False,False,0,0,0.0,0
12091,VW60j2r8-Zo,4.0,14.0,"/m/07r_80w,/m/09d5_",False,False,6093,13,0.0,7
12092,VWV9tEN16_k,80.0,90.0,"/m/0342h,/m/04szw,/m/06w87",False,False,871849,3939,0.0,157
12093,VWlY1s_2-K4,130.0,140.0,"/m/025_jnm,/m/09x0r,/m/0ytgt",False,False,3935,128,0.0,0
12094,VWrBqCnjOsU,30.0,40.0,"/m/018j2,/m/04rlf",False,False,198304,1994,0.0,136
12095,VXFyLX6z0V8,410.0,420.0,/m/01w250,False,False,139465,2682,0.0,267
12096,VXI3-DI4xNs,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9",False,False,68465,130,0.0,32
12097,VXILrQ83Kws,380.0,390.0,/m/07plct2,False,False,9901,30,0.0,14
12098,VXJhAGyjvkg,40.0,50.0,"/m/07rknqz,/m/07yv9,/m/0k4j",False,False,164347,3069,0.0,196
12099,VXK8kljUczk,200.0,210.0,/m/07sx8x_,False,False,7766,29,0.0,4
12100,VXi19tNcsjk,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00121",False,True,0,0,0.0,0
12101,VXnHav1KTos,230.0,240.0,"/m/039jq,/m/09x0r,/t/dd00125",False,False,116340,447,0.0,21
12102,VY8DVphEvu0,0.0,10.0,"/m/03v3yw,/m/09x0r",False,False,82332,215,0.0,30
12103,VYBRdcKQKQ4,350.0,360.0,"/m/014yck,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j",False,False,83222,648,0.0,245
12104,VYjPsCg7kBA,260.0,270.0,/m/023pjk,False,False,99550,228,0.0,43
12105,VYornyMgn8A,240.0,250.0,"/m/03fwl,/m/09x0r,/m/0ch8v,/m/0jbk",False,False,181677,391,0.0,25
12106,VYu0OLR-eVM,80.0,90.0,"/m/04rlf,/m/04szw,/m/0dwsp,/m/0dwt5,/m/0l14md",False,False,45286,178,0.0,23
12107,VZ49O1HbVow,10.0,20.0,"/m/03dnzn,/m/0939n_",False,False,4784,9,0.0,0
12108,VZ8BUNJYtOo,30.0,40.0,"/m/02l6bg,/m/07yv9,/m/0cmf2,/m/0k5j",False,False,96010,151,0.0,62
12109,VZPOBLjAu38,12.0,22.0,/m/02fs_r,False,False,547491,921,0.0,160
12110,VZjE27e9X7o,10.0,20.0,"/m/02bxd,/m/04rlf",False,False,67057,363,0.0,83
12111,V_8-8wd0WU0,100.0,110.0,"/m/0cdnk,/m/0jbk",False,False,737336,1306,0.0,112
12112,V_DfQSJ64MI,7.0,17.0,"/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk",False,False,119923,0,0.0,0
12113,V_F1_yN01uk,0.0,10.0,"/m/04rlf,/m/07qyrcz,/m/09x0r",False,False,64531,2633,0.0,0
12114,V_QvghISK6k,20.0,30.0,"/m/07rrlb6,/m/0838f,/m/09x0r",False,True,0,0,0.0,0
12115,V_rC2HgF-Uo,30.0,40.0,"/m/04rlf,/m/0b9m1",False,False,31086,87,0.0,51
12116,Va-eLd-6ReQ,30.0,40.0,/m/07qwyj0,False,False,5410,4,0.0,3
12117,Va1z0FaJZ9g,310.0,320.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c",False,False,768323,2115,0.0,82
12118,Va5FSYXLduY,0.0,10.0,"/m/04rlf,/m/07qyrcz,/m/09x0r",False,False,145529,29,0.0,1
12119,VaUtaT27xKY,30.0,40.0,"/m/04rlf,/m/06w87",False,False,1812634,2486,0.0,72
12120,VaYTwG9xIRA,10.0,20.0,"/m/04rlf,/m/07q7njn,/t/dd00129",False,False,29209,152,0.0,39
12121,VamaQG6KlkY,40.0,50.0,"/g/122z_qxw,/m/09x0r",False,True,0,0,0.0,0
12122,Vb_Xvjbj_TI,60.0,70.0,"/m/01m2v,/m/0316dw",False,True,0,0,0.0,0
12123,VbpHhTTiEfk,30.0,40.0,/m/01j4z9,False,False,131245,131,0.0,0
12124,Vbx6TFxSPYY,70.0,80.0,"/m/0395lw,/m/03wwcy",False,False,41136,50,0.0,9
12125,VcGhfbyLtso,30.0,40.0,"/m/07q2z82,/m/07rknqz,/m/0h9mv,/m/0ltv",False,False,265987,344,0.0,73
12126,VcQsSCgypQU,110.0,120.0,"/m/02_41,/m/03m9d0z,/t/dd00092",False,False,71629,369,0.0,36
12127,VcWK7IBO-8k,200.0,210.0,"/m/02fxyj,/m/09x0r",False,False,0,0,0.0,0
12128,Vcid5eBAug4,30.0,40.0,"/m/0145m,/m/04rlf",False,False,0,0,0.0,0
12129,VcnOTM-Qxk8,0.0,10.0,"/m/03cl9h,/m/04rlf,/m/07yv9,/m/0k4j",False,False,46367,97,0.0,12
12130,VcsiwzBrnzY,0.0,10.0,"/m/0395lw,/m/03w41f,/m/09x0r",False,False,0,0,0.0,0
12131,VcvhpbcK4lo,100.0,110.0,"/m/01hgjl,/m/04rlf,/m/04szw,/t/dd00125",False,False,764820,7079,0.0,1200
12132,Vd8bmZtWPkQ,30.0,40.0,"/m/04rlf,/m/07gxw",False,False,1617215,4063,0.0,249
12133,VdaTqi6O4d0,10.0,20.0,"/m/01b_21,/m/04rlf,/m/0dl9sf8",False,True,0,0,0.0,0
12134,Ve-RFG6nSsc,140.0,150.0,"/m/015p6,/m/01yg9g,/m/09x0r,/t/dd00128",False,False,78061,47,0.0,34
12135,Ve6Zy1BXBbY,30.0,40.0,"/m/0140xf,/m/015lz1,/m/02fxyj,/m/04rlf,/m/0l14jd,/m/0y4f8,/m/0ytgt",False,False,29063,273,0.0,25
12136,VfB-AtrY-dY,40.0,50.0,/m/0l156k,False,False,349648,342,0.0,6
12137,VfEJHqtsuIo,110.0,120.0,"/m/026z9,/m/04rlf",False,False,533636,907,0.0,99
12138,VfGwGDlS-64,0.0,9.0,/m/01g90h,False,False,16899,118,0.0,6
12139,Vg0FYW5Qpzk,100.0,110.0,"/m/02lkt,/m/04rlf,/m/07rn7sz,/m/07s72n",False,False,34012,268,0.0,15
12140,Vg5DZ2mnYyY,110.0,120.0,"/m/07pl1bw,/m/083vt",False,False,15724,159,0.0,0
12141,VgIJ6DlKSdU,0.0,10.0,/m/0brhx,False,False,0,0,0.0,0
12142,VgRYFya6bu0,0.0,10.0,/m/04rzd,False,False,369448,1482,0.0,81
12143,Vg_y3i_rdnk,20.0,30.0,/m/03w41f,False,False,16736,7,0.0,3
12144,Vge67eYk6Ew,2.0,12.0,"/m/0395lw,/m/0gy1t2s",False,False,19563,27,0.0,1
12145,Vgmk-LtyDvc,140.0,150.0,"/m/015p6,/m/04s8yn,/m/09x0r,/m/0dbvp",False,False,308091,1121,0.0,138
12146,VhMPUIDL2mk,30.0,40.0,"/m/04rlf,/m/07qnq_y,/m/09x0r",False,False,212133,603,0.0,53
12147,VhN5wPBAImc,50.0,60.0,"/m/07r660_,/m/0ytgt",False,False,69512,144,0.0,0
12148,Vhb3ymD6Uwo,60.0,70.0,"/m/024dl,/m/09x0r",False,False,31688,11,0.0,4
12149,VhklWZMj5dw,3.0,13.0,"/m/046dlr,/m/04rlf,/m/09x0r",False,False,28424,31,0.0,11
12150,Vhlf6pfZpXU,19.0,29.0,"/m/04rlf,/m/07qdb04",False,False,836680,6342,0.0,0
12151,VhoKk74oiCk,160.0,170.0,/m/04gxbd,False,False,10100,26,0.0,1
12152,Vhtu-Xo_cbI,30.0,40.0,"/m/04rlf,/m/0chx_",False,False,53147,649,0.0,163
12153,ViBUUQTLzcs,110.0,120.0,"/m/04rlf,/m/05r5wn",False,False,16032,76,0.0,12
12154,ViIQZ6_728g,330.0,340.0,"/m/09x0r,/m/0cj0r,/t/dd00129",False,False,88517,192,0.0,49
12155,ViNaXKshp2w,40.0,50.0,"/m/07q6cd_,/m/09x0r",False,False,22902,39,0.0,30
12156,ViQExfqirwo,30.0,40.0,"/m/01bjv,/m/04rlf,/m/07yv9,/m/09x0r",False,True,0,0,0.0,0
12157,Vj5RxoMbM10,10.0,20.0,"/m/026fgl,/m/0f8s22",False,False,11336,14,0.0,3
12158,VjkSu-LsBQE,100.0,110.0,"/m/015lz1,/t/dd00004",False,False,156509,560,0.0,26
12159,VjoBfgBQppw,13.0,23.0,"/m/04rlf,/m/07qv_x_,/m/09x0r",False,False,16097,36,0.0,9
12160,VjzkQgfqCGQ,410.0,420.0,"/m/03fwl,/m/04rlf,/m/09x0r",False,False,1768139,4368,0.0,285
12161,Vk-V0EZ3UIY,150.0,160.0,"/m/04rlf,/t/dd00032",False,False,1102582,4808,0.0,264
12162,VkBrH-1AIgM,260.0,270.0,/m/06hps,False,False,46230,530,0.0,181
12163,VkOfLjlJqmI,30.0,40.0,"/m/07qcpgn,/m/09x0r",False,False,204152,53,0.0,2
12164,VkXLtUx-RmI,300.0,310.0,/m/0mkg,False,False,16911,54,0.0,5
12165,Vkg5LpKJVP8,480.0,490.0,"/m/07ptfmf,/m/0dxrf",False,False,251129,4651,0.0,207
12166,Vky1PKOuYrA,210.0,220.0,"/m/04k94,/m/07p7b8y,/m/09x0r",False,False,108682,1974,0.0,178
12167,VlDhKq73jIU,0.0,7.0,"/m/07r_80w,/m/09d5_,/m/09ld4",False,True,0,0,0.0,0
12168,VlXi2TxMXbc,130.0,140.0,"/m/085jw,/m/0l14j_",False,False,108355,95,0.0,18
12169,VliP9ufAS_o,270.0,280.0,"/m/04_sv,/m/07rknqz,/m/07yv9,/m/0k4j",False,False,154174,122,0.0,15
12170,VlwbDjggUKk,30.0,40.0,"/m/01kcd,/m/06ncr",False,False,140416,0,0.0,45
12171,Vlz5rVf_Mlk,30.0,40.0,/m/01jg1z,False,False,24005,113,0.0,11
12172,Vm4RMzfvrjE,310.0,320.0,"/m/015lz1,/m/04rlf,/m/0l156b",False,True,0,0,0.0,0
12173,Vm4qY8TEw6I,21.0,31.0,"/m/02dgv,/m/02y_763",False,False,73479,115,0.0,10
12174,VmegSpCcMXM,80.0,90.0,/m/07s12q4,False,False,393927,4191,0.0,585
12175,Vmsy3ywFNOU,340.0,350.0,"/m/07qfr4h,/m/09x0r,/t/dd00128",False,False,114626,1345,0.0,199
12176,VmyHksBpbXY,140.0,150.0,/m/07pt_g0,False,False,3619,7,0.0,2
12177,VnSsch6Q6ho,30.0,40.0,"/m/078jl,/m/07rjwbb",False,False,21934,7,0.0,1
12178,VngGJciHiBU,30.0,40.0,"/m/04rlf,/m/0dls3",False,False,226994,188,0.0,3
12179,VnjYnzg5ExA,40.0,50.0,"/m/02g901,/t/dd00125",False,False,71815,118,0.0,7
12180,VnnEO9NmWCk,110.0,120.0,/m/03wvsk,False,False,0,0,0.0,0
12181,VnpYwbDR110,70.0,80.0,"/m/04rlf,/m/07s8j8t",False,False,75055,98,0.0,19
12182,VntJoTaEipA,30.0,40.0,"/m/02bm9n,/m/0l7xg,/t/dd00077",False,False,121829,330,0.0,37
12183,VnzsxEK1E4c,30.0,40.0,/m/07r5v4s,False,False,37361,31,0.0,12
12184,Vo6eT8eMMfQ,30.0,40.0,"/m/04rlf,/t/dd00035",False,False,454594,1029,0.0,277
12185,VoJlMBA-KgA,0.0,10.0,/t/dd00005,False,False,96075,106,0.0,15
12186,VoVe-7rWnR4,510.0,520.0,"/m/07rkbfh,/m/09x0r",False,False,100467,727,0.0,39
12187,Vog0eBervK4,30.0,40.0,/m/01j4z9,False,False,145368,192,0.0,56
12188,Vp0r-jlMlW8,20.0,30.0,"/m/01j3sz,/m/04rmv,/m/068hy,/m/07s04w4,/m/09x0r",False,False,52974,105,0.0,4
12189,Vpbgt-oWUlg,30.0,40.0,"/m/07rbp7_,/m/07rqsjt",False,False,9282,17,0.0,7
12190,VpnuksDIGg8,340.0,350.0,"/m/04fgwm,/t/dd00125",False,False,13943,25,0.0,5
12191,VqAHESEfPB8,50.0,60.0,"/m/04rlf,/m/07qnq_y,/m/09x0r",False,False,139852,76,0.0,54
12192,VqBwjEJ6KVE,0.0,7.0,/m/012xff,False,False,6080,121,0.0,7
12193,VqTp4wZjtMI,16.0,26.0,/m/06_fw,False,False,231045,255,0.0,278
12194,VqVnlnzrKno,130.0,140.0,/m/06hps,False,False,27055,42,0.0,21
12195,VqZoQZ_2zRo,140.0,150.0,"/m/07pjjrj,/m/07rdhzs",False,True,0,0,0.0,0
12196,VrJgl3oF4YQ,130.0,140.0,"/m/02jz0l,/m/03dnzn,/m/0838f",False,False,1331570,7325,0.0,187
12197,VrT7S0BtlfQ,30.0,40.0,"/m/04rlf,/m/0dq0md",False,False,0,0,0.0,0
12198,VrqBeY3kfKI,120.0,130.0,"/m/01s0ps,/m/05148p4,/m/05r5c",False,False,672399,646,0.0,30
12199,VrqgvzDAa8k,40.0,50.0,/m/03q5_w,False,True,0,0,0.0,0
12200,VruWVPsPYNQ,30.0,40.0,"/m/01hsr_,/m/07s04w4,/m/09x0r",False,False,57071,148,0.0,0
12201,VrwSkB9HTC0,430.0,440.0,"/m/04rlf,/m/0ggx5q",False,True,0,0,0.0,0
12202,Vs5ONFdtZqI,190.0,200.0,"/m/07cx4,/m/07pp8cl,/m/09x0r",False,True,0,0,0.0,0
12203,VsMy72BoIbU,40.0,50.0,"/m/028sqc,/m/04rlf,/m/0y4f8",False,False,2962261,35322,0.0,2800
12204,VsPRV3EtZFE,0.0,10.0,"/m/01kcd,/m/07gql",False,True,0,0,0.0,0
12205,VsqQmOvd9Fs,30.0,40.0,"/m/04rlf,/m/0l156b",False,False,579073,8284,0.0,335
12206,VtBEfo3W1JY,30.0,40.0,"/m/01yrx,/m/02yds9,/m/04rlf,/m/068hy,/m/09x0r,/m/0jbk",False,False,39059,352,0.0,85
12207,VtQNXbqo0GY,0.0,10.0,"/m/04rlf,/m/0790c",False,False,14886,58,0.0,15
12208,VtTZhYs8fz0,10.0,20.0,"/m/07pjwq1,/m/09x0r",False,False,23330,103,0.0,7
12209,VtXwUAXZ0H4,30.0,40.0,"/m/07ptzwd,/m/0838f",False,False,19765,18,0.0,3
12210,VtbNaMkjDXU,190.0,200.0,"/m/01hgjl,/m/04rlf",False,False,0,0,0.0,0
12211,VthLuFNC28k,130.0,140.0,"/m/02lkt,/m/04rlf,/m/07s72n,/m/0cfdd",False,True,0,0,0.0,0
12212,VttMBDi4k3E,30.0,40.0,/m/03w41f,False,False,28561,28,0.0,0
12213,Vu3bIwCa2tw,30.0,40.0,"/m/01z7dr,/m/04rlf",False,False,6564,64,0.0,6
12214,VuedhZF08Ys,27.0,37.0,"/m/09x0r,/m/0dl9sf8",False,True,0,0,0.0,0
12215,VuuO7kJ4N-M,100.0,110.0,/m/02x984l,False,False,75649,118,0.0,33
12216,Vv1jPPdgIi0,30.0,40.0,"/m/04rlf,/m/07s72n,/m/08cyft",False,False,8397,11,0.0,1
12217,Vv5m1uKBxY8,230.0,240.0,"/m/01j3sz,/m/07r660_,/m/09x0r,/t/dd00125",False,True,0,0,0.0,0
12218,VvILeOih114,30.0,40.0,/m/04229,False,False,250073,144,0.0,111
12219,VvS7E4lHSmM,30.0,40.0,/m/0j2kx,False,False,5857,6,0.0,2
12220,Vvd_DY9Bjhw,140.0,150.0,"/m/09x0r,/t/dd00088",False,False,12426,33,0.0,3
12221,Vw60Ox3YXq0,70.0,80.0,"/m/03kmc9,/m/07r04,/m/07yv9,/m/09x0r,/m/0btp2",False,False,656949,2800,0.0,122
12222,VwAjYjLFwbE,450.0,460.0,"/m/09x0r,/m/0dv3j",False,False,27198,46,0.0,16
12223,VwH1iQP0YY4,30.0,40.0,"/m/013y1f,/m/03xq_f",False,False,68619,157,0.0,56
12224,Vwekk3EOa-U,40.0,50.0,"/m/04rlf,/t/dd00033",False,False,338298,1936,0.0,124
12225,VwvikYBN28E,170.0,180.0,"/m/015lz1,/m/0dls3",False,False,785484,5395,0.0,609
12226,VxP4IdosYFo,30.0,40.0,/m/0hdsk,False,False,4134,30,0.0,3
12227,Vx_vqfpRdUU,100.0,110.0,"/m/04rlf,/t/dd00033",False,False,832653,5815,0.0,377
12228,Vxf8DR2KF1k,40.0,50.0,"/m/011k_j,/m/04rlf,/m/09x0r",False,False,98542,597,0.0,115
12229,VxllecRDquc,0.0,9.0,"/m/04s8yn,/m/07r5c2p",False,False,24503,50,0.0,3
12230,Vxr8_SaNWHI,520.0,530.0,"/m/01j3sz,/m/07rrlb6,/m/09x0r",False,True,0,0,0.0,0
12231,VxuMKb5CKI0,30.0,40.0,/m/03qc9zr,False,False,921065,6759,0.0,1100
12232,VxwaA8abFL4,20.0,30.0,/m/07r4k75,False,False,42590,350,0.0,64
12233,Vy00ycBpqpc,0.0,10.0,"/m/01xqw,/m/02fsn,/m/0d8_n,/m/0l14_3",False,False,86421,582,0.0,81
12234,Vy5wImZ_3-k,240.0,250.0,"/m/07qc9xj,/m/09x0r",False,False,24515,30,0.0,4
12235,Vy9RQe7SvGE,170.0,180.0,/m/0316dw,False,False,149587,2112,0.0,369
12236,VyHJW0iLFG0,370.0,380.0,"/m/04rlf,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6",False,False,46948,305,0.0,36
12237,VyO935yuzBM,50.0,60.0,/m/07ptzwd,False,False,21506,44,0.0,4
12238,Vya087ERocc,10.0,20.0,"/m/015lz1,/m/0463cq4,/m/09x0r",False,True,0,0,0.0,0
12239,VzEmLYAcX_4,120.0,130.0,"/m/02_41,/m/03m9d0z",False,False,33080,49,0.0,5
12240,VzEqM3da16E,30.0,40.0,"/m/04rlf,/m/05r6t",False,False,235237,2038,0.0,259
12241,VzGHr0aV220,140.0,150.0,"/m/0395lw,/m/04rlf",False,False,196851,2462,0.0,87
12242,VzGpcEts6Gk,0.0,10.0,"/m/02_nn,/m/04rlf,/m/09x0r",False,False,126001,705,0.0,112
12243,VzHL56yq8bI,30.0,40.0,"/m/04rlf,/m/05rwpb",False,False,1684,20,0.0,11
12244,VzIGTORN_6A,120.0,130.0,"/m/01kcd,/m/07gql",False,True,0,0,0.0,0
12245,Vzc4oOhAW3M,30.0,40.0,"/m/04rlf,/m/05x_td,/m/0912c9",False,False,35158,27,0.0,2
12246,VzrtHCgI2u8,100.0,110.0,"/m/05rj2,/m/09x0r",False,False,8458,85,0.0,8
12247,W-SxHL2P9Mc,30.0,40.0,"/m/04rlf,/t/dd00037",False,False,210580,1108,0.0,238
12248,W-Xr-MVNST8,30.0,40.0,"/m/04rlf,/m/07xzm,/t/dd00125",False,False,111199,145,0.0,24
12249,W-ZrB0-P7GU,30.0,40.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",False,True,0,0,0.0,0
12250,W-aZFK6pyYY,180.0,190.0,"/m/015lz1,/m/0ln16",False,False,380215,1339,0.0,25
12251,W-o0tTfwuOg,40.0,50.0,/t/dd00134,False,False,44805,71,0.0,37
12252,W-rUNZjGwUU,30.0,40.0,"/m/07r5v4s,/m/09x0r,/t/dd00125",False,False,110260,573,0.0,109
12253,W00eTCOgUNs,60.0,70.0,/m/0y4f8,False,False,171328,442,0.0,25
12254,W05CXD-rYgc,70.0,80.0,"/m/01280g,/m/04cvmfc,/m/0jbk",False,True,0,0,0.0,0
12255,W0FdogW5564,150.0,160.0,"/m/04rlf,/m/07pt_g0",False,False,2676,93,0.0,9
12256,W0KY00lgf2A,400.0,410.0,"/m/07r4wb8,/m/09x0r,/m/0ytgt",False,False,7769,31,0.0,0
12257,W0RsAw5T7uQ,60.0,70.0,"/m/015lz1,/m/01swy6,/m/0342h,/m/04rlf,/m/074ft",False,False,91189,585,0.0,31
12258,W0qk_O9WoeI,0.0,3.0,"/m/07phxs1,/m/07rv4dm",False,True,0,0,0.0,0
12259,W0rtUS2eXlk,110.0,120.0,"/m/016cjb,/m/03r5q_,/m/04rlf",False,False,0,0,0.0,0
12260,W0sDbGpUvgE,150.0,160.0,/m/05w3f,False,False,420571,1292,0.0,348
12261,W1T8TiKpLlw,70.0,80.0,/m/0l156k,False,False,33219,219,0.0,13
12262,W26_LPYDjSE,240.0,250.0,"/m/018vs,/m/0342h,/m/04rlf,/m/0b_fwt,/m/0fx80y",False,True,0,0,0.0,0
12263,W2KaBnoGxek,30.0,40.0,"/m/02v2lh,/m/04rlf",False,False,2988162,14481,0.0,697
12264,W2ZYTeaKLag,0.0,10.0,"/m/028ght,/m/09x0r",False,False,324841,321,0.0,52
12265,W2uMfmlqJLE,20.0,30.0,"/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt",False,False,910182,4857,0.0,571
12266,W2wh7xz-3FM,30.0,40.0,"/m/046dlr,/m/09x0r",False,False,47659,225,0.0,39
12267,W3DwueAy65k,130.0,140.0,"/m/01hgjl,/m/04rlf,/m/04szw",False,False,466706,1113,0.0,208
12268,W3J9f_PUGdg,90.0,100.0,"/m/02jz0l,/m/03dnzn,/m/0838f",False,True,0,0,0.0,0
12269,W3KWJqtdtz4,530.0,540.0,"/m/025td0t,/m/04rlf",False,False,522032,1035,0.0,177
12270,W3Kadg3mh3s,510.0,520.0,"/m/07p7b8y,/m/0838f,/m/09x0r",False,False,67816,725,0.0,101
12271,W3QGmr0lsKo,100.0,110.0,/m/0dl83,False,False,50882,96,0.0,18
12272,W3wJP5gp4rE,10.0,20.0,/m/014zdl,False,True,0,0,0.0,0
12273,W3wUmtCnC4k,30.0,40.0,"/m/07st88b,/m/09ld4",False,False,28039,21,0.0,6
12274,W3w_Pn_E7-s,220.0,230.0,"/m/07q2z82,/m/07qmpdm,/m/07yv9,/m/0k4j,/t/dd00066",False,False,104670,1002,0.0,144
12275,W4Ai3qVG0ko,250.0,260.0,"/m/09x0r,/m/0dv3j,/t/dd00125",False,False,20008,234,0.0,54
12276,W4Ouv63YHIY,230.0,240.0,/m/06h7j,False,False,162440,781,0.0,134
12277,W4R_63_UxSw,10.0,20.0,"/m/03qc9zr,/m/09x0r",False,False,118119,541,0.0,29
12278,W4UzqKt3WFs,0.0,10.0,"/m/07prgkl,/m/09x0r",False,False,0,0,0.0,0
12279,W4eLgBYEEqA,440.0,450.0,"/m/01kcd,/m/0319l",False,False,34920,480,0.0,50
12280,W4g1yp_jtEY,25.0,35.0,"/m/01jg02,/m/07p_0gm,/m/07rcgpl",False,False,82391,149,0.0,17
12281,W4nQpOHIPEw,30.0,40.0,"/m/0155w,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y",False,False,324382,679,0.0,51
12282,W4oEM0W6mhM,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn",False,False,2252748,7034,0.0,3000
